url	icon	greek	label_ru	label_el	label_en	title_ru	title_el	title_en	desc_ru	desc_el	desc_en	index_url
https://molab.marimo.io/notebooks/nb_CHTRKm9qTf6hSeF455c8iV/app	🕺	Αλέξης Ζορμπάς	Урок 1 · 26/06/2026	Μάθημα 1 · 26/06/2026	Lesson 1 · 26/06/2026	Кто такой Алексис Зорбас?	Ποιος είναι ο Αλέξης Ζορμπάς;	Who Is Alexis Zorbas?	Существительные, глаголы, прилагательные — жизнь настоящего Зорбаса и рождение легенды.	Ουσιαστικά, ρήματα, επίθετα — η ζωή του αληθινού Ζορμπά και η γέννηση ενός θρύλου.	Nouns, verbs, adjectives — the real Zorbas's life and the birth of a legend.	https://molab.marimo.io/notebooks/nb_6LdXVV7ubTr11DchTMNPR1/app
https://molab.marimo.io/notebooks/nb_zofvgfss3kXyEg7ChJy6oD/app	🌊	Ζορμπάς και Καζαντζάκης	Урок 2-3 · 03–10/07/2026	Μάθημα 2-3 · 03–10/07/2026	Lesson 2-3 · 03–10/07/2026	Зорбас: почему он стал легендой?	Ζορμπάς: γιατί έγινε θρύλος;	Zorbas: Why Did He Become a Legend?	Существительные, глаголы, прилагательные — Зорбас в кино, свобода, счастье и уроки жизни.	Ουσιαστικά, ρήματα, επίθετα — ο Ζορμπάς στον κινηματογράφο, η ελευθερία, η ευτυχία και τα μαθήματα ζωής.	Nouns, verbs, adjectives — Zorbas in film, freedom, happiness, and life lessons.	https://molab.marimo.io/notebooks/nb_6LdXVV7ubTr11DchTMNPR1/app
